【翻唱】

数量: 461

---- 曲名 | 创作者 | 作词 | 作曲 | 编曲 | 实装日期 | 关联活动 | 分类 | 曲绘 | 试听音频 | 演唱版本 ----
星屑ユートピア | otetsu | otetsu | otetsu | - | 2023-11-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_261/jacket_s_261.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0261_01/vs_0261_01_short.mp3 | 虚拟歌手ver.
帝国少女 | R Sound Design | R Sound Design | R Sound Design | R Sound Design | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_262/jacket_s_262.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0262_01/vs_0262_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
Highlight | KIRA | KIRA | KIRA | KIRA | 2024-03-19 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_263/jacket_s_263.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0263_01/vs_0263_01_short.mp3 | 虚拟歌手ver.
Change me | shu-t | shu-t | shu-t | shu-t | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_265/jacket_s_265.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0265_01/vs_0265_01_short.mp3 | 虚拟歌手ver.
YY | 23.exe | 23.exe | 23.exe | 23.exe | 2023-08-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_266/jacket_s_266.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0266_01/vs_0266_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
ノンブレス・オブリージュ | ピノキオピー | ピノキオピー | ピノキオピー | ピノキオピー | 2023-12-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_268/jacket_s_268.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0268_01/vs_0268_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
ロンリーユニバース | Aqu3ra | Aqu3ra | Aqu3ra | Aqu3ra | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_269/jacket_s_269.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0269_01/vs_0269_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
泥中に咲く | 針原翼（はりーP） | 針原翼（はりーP） | 針原翼（はりーP） | 棚橋 EDDY テルアキ | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_270/jacket_s_270.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0270_01/vs_0270_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
あったかいと | halyosy | halyosy | halyosy | halyosy | 2023-11-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_271/jacket_s_271.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0271_01/vs_0271_01_short.mp3 | 虚拟歌手ver.
ジェヘナ | wotaku | wotaku | wotaku | wotaku | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_272/jacket_s_272.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0272_01/vs_0272_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
フューチャー・イヴ | sasakure.UK | sasakure.UK | sasakure.UK | 有形ランペイジ | 2023-09-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_273/jacket_s_273.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0273_01/vs_0273_01_short.mp3 | 虚拟歌手ver.
それでもいいんだよ | Ponchi♪ | Ponchi♪ | Ponchi♪ | Ponchi♪ | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_274/jacket_s_274.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0274_01/vs_0274_01_short.mp3 | 虚拟歌手ver.
パラジクロロベンゼン | ガルナ（オワタP） | ガルナ（オワタP） | ガルナ（オワタP） | - | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_275/jacket_s_275.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0275_01/vs_0275_01_short.mp3 | 虚拟歌手ver.
シャンティ | wotaku | wotaku | wotaku | - | 2024-05-18 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_276/jacket_s_276.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0276_01/vs_0276_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
フォニイ | ツミキ | ツミキ | ツミキ | ツミキ | 2023-10-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_277/jacket_s_277.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0277_01/vs_0277_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / 愚人节ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
Bad ∞ End ∞ Night | ひとしずく×やま△ | ひとしずく×やま△ | ひとしずく×やま△ | - | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_278/jacket_s_278.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0278_01/vs_0278_01_short.mp3 | 虚拟歌手ver.
こちら、幸福安心委員会です。 | うたたP | 鳥居羊 | うたたP | うたたP | 2025-04-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_279/jacket_s_279.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0279_01/vs_0279_01_short.mp3 | 虚拟歌手ver.
気まぐれメルシィ | 八王子P | 八王子P/q*Left | 八王子P | 八王子P | 2024-01-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_281/jacket_s_281.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0281_01/vs_0281_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
レイニースノードロップ | Re:nG | 帷子ゆき | Re:nG | Re:nG | 2024-02-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_283/jacket_s_283.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0283_01/vs_0283_01_short.mp3 | 虚拟歌手ver.
インビジブル | kemu | kemu | kemu | - | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_284/jacket_s_284.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0284_01/vs_0284_01_short.mp3 | 虚拟歌手ver.
Hello, Worker | KEI  | ハヤシケイ | ハヤシケイ | ハヤシケイ | 2025-05-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_286/jacket_s_286.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0286_01/vs_0286_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
アンハッピーリフレイン | wowaka | wowaka | wowaka | wowaka | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_288/jacket_s_288.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0288_01/vs_0288_01_short.mp3 | 虚拟歌手ver.
天ノ弱 | 164 | 164 | 164 | 164 | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_289/jacket_s_289.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0289_01/vs_0289_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
フェレス | 栗山夕璃（蜂屋ななし） | 栗山夕璃（蜂屋ななし） | 栗山夕璃（蜂屋ななし） | 栗山夕璃（蜂屋ななし） | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_291/jacket_s_291.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0291_01/vs_0291_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
いちにのさんで | nogumi | nogumi | nogumi | nogumi | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_292/jacket_s_292.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0292_01/vs_0292_01_short.mp3 | 虚拟歌手ver.
アイロニ | すこっぷ | すこっぷ | すこっぷ | すこっぷ | 2024-02-12 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_293/jacket_s_293.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0293_01/vs_0293_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
それがあなたの幸せとしても | Heavenz | Heavenz | Heavenz | Heavenz | 2024-01-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_294/jacket_s_294.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0294_01/vs_0294_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
カンタレラ | 黒うさＰ (WhiteFlame) | 黒うさ | 黒うさ | 黒うさ | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_296/jacket_s_296.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0296_01/vs_0296_01_short.mp3 | 虚拟歌手ver.
p.h. | SEVENTHLINKS | SEVENTHLINKS | SEVENTHLINKS | SEVENTHLINKS | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_297/jacket_s_297.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0297_01/vs_0297_01_short.mp3 | 虚拟歌手ver.
ネトゲ廃人シュプレヒコール | さつき が てんこもり | さつき が てんこもり | さつき が てんこもり | さつき が てんこもり | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_298/jacket_s_298.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0298_01/vs_0298_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
エゴイスト | 大沼パセリ | 大沼パセリ | 大沼パセリ | 大沼パセリ | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_299/jacket_s_299.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0299_01/vs_0299_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
私の恋はヘルファイア | SLAVE.V-V-R | SLAVE.V-V-R | SLAVE.V-V-R | SLAVE.V-V-R | 2025-08-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_301/jacket_s_301.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0301_01/vs_0301_01_short.mp3 | 虚拟歌手ver.
リンちゃんなう！ | ガルナ（オワタP） | sezu | ガルナ（オワタP） | - | 2024-01-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_303/jacket_s_303.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0303_01/vs_0303_01_short.mp3 | 虚拟歌手ver.
ストロボラスト | 椎名もた | 椎名もた | 椎名もた | 椎名もた | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_305/jacket_s_305.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0305_01/vs_0305_01_short.mp3 | 虚拟歌手ver.
1925 | T-POCKET | T-POCKET | T-POCKET | T-POCKET | 2024-02-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_306/jacket_s_306.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0306_01/vs_0306_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
おこちゃま戦争 | ギガ | れをる | ギガ | ギガ(バーチャル・シンガーver.) | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_307/jacket_s_307.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0307_01/vs_0307_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
Afterglow | ジミーサムP | ジミーサムP | ジミーサムP | - | 2025-09-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_309/jacket_s_309.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0309_01/vs_0309_01_short.mp3 | 虚拟歌手ver.
夜明けと蛍 | n-buna | n-buna | n-buna | n-buna | 2024-01-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_311/jacket_s_311.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0311_01/vs_0311_01_short.mp3 | 虚拟歌手ver.
ココロ | トラボルタ | トラボルタ | トラボルタ | トラボルタ | 2024-02-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_312/jacket_s_312.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0312_01/vs_0312_01_short.mp3 | 虚拟歌手ver.
FREELY TOMORROW | Mitchie M | ЯIRE, Mitchie M | Mitchie M | Mitchie M | 2023-12-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_313/jacket_s_313.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0313_01/vs_0313_01_short.mp3 | 虚拟歌手ver.
陽だまりのセツナ | 赤乃わい | 赤乃わい | 赤乃わい | 赤乃わい | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_314/jacket_s_314.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0314_01/vs_0314_01_short.mp3 | 虚拟歌手ver.
What's up? Pop! | Capchii | Capchii | Capchii | Capchii | 2025-05-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_315/jacket_s_315.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0315_01/vs_0315_01_short.mp3 | 虚拟歌手ver.
魔法みたいなミュージック！ | OSTER project | OSTER project | OSTER project | OSTER project | 2024-04-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_317/jacket_s_317.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0317_01/vs_0317_01_short.mp3 | 虚拟歌手ver.
Sharing The World | BIGHEAD | BIGHEAD | BIGHEAD | Kei Suzuki/BIGHEAD | 2024-05-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_318/jacket_s_318.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0318_01/vs_0318_01_short.mp3 | 虚拟歌手ver.
Decade | Dixie Flatline | Dixie Flatline | Dixie Flatline | Dixie Flatline | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_319/jacket_s_319.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0319_01/vs_0319_01_short.mp3 | 虚拟歌手ver.
Booo! | TOKOTOKO(西沢さんP) | TOKOTOKO（西沢さんP） | TOKOTOKO（西沢さんP） | TOKOTOKO（西沢さんP） | 2024-03-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_320/jacket_s_320.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0320_01/vs_0320_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / 愚人节ver.
アトラクトライト | *Luna | *Luna | *Luna | *Luna | 2024-03-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_321/jacket_s_321.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0321_01/vs_0321_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
絶え間なく藍色 | 獅子志司 | 獅子志司 | 獅子志司 | 獅子志司 | 2024-04-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_322/jacket_s_322.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0322_01/vs_0322_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
快晴 | Orangestar | Orangestar | Orangestar | Orangestar | 2024-04-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_323/jacket_s_323.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0323_01/vs_0323_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
豚になってyeah yeah | Neru | Neru | Neru | - | 2025-06-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_325/jacket_s_325.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0325_01/vs_0325_01_short.mp3 | 虚拟歌手ver.
天使の翼。 | A4。 | A4。 | A4。 | A4。 | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_326/jacket_s_326.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0326_01/vs_0326_01_short.mp3 | 虚拟歌手ver.
SnowMix♪ | まらしぃ | まらしぃ | まらしぃ | KOUICHI | 2024-02-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_327/jacket_s_327.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0327_01/vs_0327_01_short.mp3 | 虚拟歌手ver.
星界ちゃんと可不ちゃんのおつかい合騒曲 | 南ノ南 | 南ノ南 | 南ノ南 | 南ノ南 | 2025-08-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_328/jacket_s_328.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0328_01/vs_0328_01_short.mp3 | 虚拟歌手ver.
ヤミナベ!!!! | cosMo@暴走P | cosMo@暴走P | cosMo@暴走P | cosMo@暴走P | 2024-03-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_329/jacket_s_329.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0329_01/vs_0329_01_short.mp3 | 虚拟歌手ver.
インタビュア | クワガタP | クワガタP | クワガタP | クワガタP | 2024-04-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_330/jacket_s_330.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0330_01/vs_0330_01_short.mp3 | 虚拟歌手ver.
39 | sasakure.UK×DECO*27 | DECO*27 | sasakure.UK | sasakure.UK＆DECO*27 | 2025-09-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_331/jacket_s_331.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0331_01/vs_0331_01_short.mp3 | 虚拟歌手ver.
エピローグに君はいない | 佐藤原材料 | 佐藤原材料 | 佐藤原材料 | 佐藤原材料 | 2024-03-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_332/jacket_s_332.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0332_01/vs_0332_01_short.mp3 | 虚拟歌手ver.
Vampire's ∞ pathoS | ひとしずく×やま△ | ひとしずく×やま△ | ひとしずく×やま△ | ひとしずく×やま△ | 2024-03-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_334/jacket_s_334.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0334_01/vs_0334_01_short.mp3 | 虚拟歌手ver.
トラッシュ・アンド・トラッシュ！ | 和田たけあき(くらげP) | 和田たけあき(くらげP) | 和田たけあき(くらげP) | 和田たけあき(くらげP) | 2024-03-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_335/jacket_s_335.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0335_01/vs_0335_01_short.mp3 | 虚拟歌手ver.
METEOR | DIVELA | DIVELA | DIVELA | DIVELA | 2024-03-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_337/jacket_s_337.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0337_01/vs_0337_01_short.mp3 | 虚拟歌手ver.
Where shall we go? | めろくる | めろくる | めろくる | めろくる | 2025-04-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_338/jacket_s_338.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0338_01/vs_0338_01_short.mp3 | 虚拟歌手ver.
glow | keeno | keeno | keeno | keeno | 2024-06-22 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_339/jacket_s_339.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0339_01/vs_0339_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
とても素敵な六月でした | Eight | Eight | Eight | Eight | 2024-06-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_340/jacket_s_340.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0340_01/vs_0340_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
難聴系男子が倒せない | ラマーズＰ | ラマーズＰ | ラマーズＰ | - | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_341/jacket_s_341.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0341_01/vs_0341_01_short.mp3 | 虚拟歌手ver.
Blue Star | 八王子P | 八王子P | 八王子P | 八王子P | 2024-05-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_342/jacket_s_342.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0342_01/vs_0342_01_short.mp3 | 虚拟歌手ver.
スノーマン | halyosy | halyosy | halyosy | halyosy | 2024-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_343/jacket_s_343.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0343_01/vs_0343_01_short.mp3 | 虚拟歌手ver.
脳内革命ガール | MARETU | MARETU | MARETU | MARETU | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_344/jacket_s_344.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0344_01/vs_0344_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
嗚呼、素晴らしきニャン生 | Nem | Nem | Nem | Nem | 2024-06-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_346/jacket_s_346.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0346_01/vs_0346_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
円尾坂の仕立屋 | mothy | mothy | mothy | mothy | 2026-05-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_347/jacket_s_347.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0347_01/vs_0347_01_short.mp3 | 虚拟歌手ver.
悪徳のジャッジメント | mothy | mothy | mothy | mothy | 2026-05-07 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_348/jacket_s_348.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0348_01/vs_0348_01_short.mp3 | 虚拟歌手ver.
悪食娘コンチータ | mothy | mothy | mothy | mothy | 2026-05-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_349/jacket_s_349.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0349_01/vs_0349_01_short.mp3 | 虚拟歌手ver.
眠らせ姫からの贈り物 | mothy | mothy | mothy | mothy | 2026-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_350/jacket_s_350.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0350_01/vs_0350_01_short.mp3 | 虚拟歌手ver.
命ばっかり | ぬゆり | ぬゆり | ぬゆり | ぬゆり | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_352/jacket_s_352.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0352_01/vs_0352_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
セツナトリップ | Last Note. | Last Note. | Last Note. | - | 2024-05-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_354/jacket_s_354.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0354_01/vs_0354_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / 愚人节ver.
白い雪のプリンセスは | のぼる↑ | のぼる↑ | のぼる↑ | のぼる↑ | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_355/jacket_s_355.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0355_01/vs_0355_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
ブループラネット | DECO*27 | DECO*27 | DECO*27 | Rockwell  | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_357/jacket_s_357.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0357_01/vs_0357_01_short.mp3 | 虚拟歌手ver.
心做し | 蝶々P | 蝶々P | 蝶々P | 蝶々P | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_358/jacket_s_358.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0358_01/vs_0358_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
名も無き革命 | シアン・キノ | シアン・キノ | シアン・キノ | シアン・キノ | 2024-04-13 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_359/jacket_s_359.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0359_01/vs_0359_01_short.mp3 | 虚拟歌手ver.
太陽系デスコ | ナユタン星人 | ナユタン星人 | ナユタン星人 | ナユタン星人 | 2024-07-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_360/jacket_s_360.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0360_01/vs_0360_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
きゅうくらりん | いよわ | いよわ | いよわ | - | 2024-07-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_361/jacket_s_361.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0361_01/vs_0361_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver. / 愚人节ver.
Wonder Style | colate | colate | colate | colate | 2024-06-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_362/jacket_s_362.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0362_01/vs_0362_01_short.mp3 | 虚拟歌手ver.
UNDERWATER | Hylen | Hylen | Hylen | Hylen | 2024-06-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_363/jacket_s_363.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0363_01/vs_0363_01_short.mp3 | 虚拟歌手ver.
エターナルアリア | Adeliae | Adeliae | Adeliae | Adeliae | 2024-05-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_364/jacket_s_364.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0364_01/vs_0364_01_short.mp3 | 虚拟歌手ver.
